100.7,529.8,16.82,163.7,3293.25,621.9,332.1,524.9,445.9,3312,199.9,584.45,1028.1,812.7,79,1510,205.5,12.63,3175,1256.5,582,282.45,1533.2,86,63.45,42.15,59.9,4005,3805,492.75
109.95,525.7,14.95,172,3444,607.85,327.95,515.9,475,3406,202.25,531,1043.95,885,105.1,1593,197.25,13.5,2948,1336,598.7,294.25,1545,91.1,61.25,41.3,57.7,4286.95,4088,517.8
160.6,525,18.44,182.65,3650,600.55,298,545,498.75,3360.05,203.55,568.95,1030.5,922,153.85,1771,188.65,13.6,2771.4,1465,603.45,298.65,1606.2,91.25,82,39.3,60.5,4741.95,4273.7,517.2
126.85,534.35,17.15,179.05,3796.3,571.65,284.35,618,525.4,3760,210,575.3,1000,980.2,153.1,1834,194.75,11.87,2757,1402,630,315,1592,86.4,102.8,37.9,51.95,4665,4531,544.9
136.65,525,16.8,142.2,3711.45,558,270,655.45,510.9,3880.25,204.15,553,988.7,1004.75,166.95,1809.5,177.95,9.43,2720,1444,509.2,295.7,1662.45,83.9,84.1,36.95,48.1,4343.15,4279,567.85
144.4,547,17.6,147.25,3952.35,580.8,265.3,699.7,510.05,3807.3,223.4,524.9,1021,1030.85,166.25,1756.8,169.95,12.65,2788,1631.1,534.75,313.9,1775,84.1,76.5,37.65,43,5103.75,4451.05,293.65
144,523.4,16.4,146.85,4350.95,594.05,253.75,667.9,502,4200,244.8,492.45,1028.9,1024,185.8,1199.5,170.8,12.5,2455.5,1665,548.8,314.9,1764,83.55,76.3,39.7,39.7,5625,4137.95,300
138.65,525.65,15.17,145.8,4408.55,598.8,272.2,658.35,521.35,4090,255.35,493,926.2,1045,190.05,1249.95,174.15,11.3,2528.6,1652.4,531.6,279.95,1840.7,87.3,73.55,67.3,40.7,5835,4242,303.55
136.25,534.4,15.41,101.4,4769.2,633.95,294.9,638.55,564.3,3868.95,278.5,483.75,957.05,1114.35,187,1243.35,192,13.55,2504.7,958.2,509.9,351.5,888,87.4,81.8,85.5,44.9,5453.1,4520,303
162,565.4,16.04,101.5,4926,663,292.4,603.7,527.35,3895,277.7,452,1019.2,1049.9,172.6,1274,205.5,13.18,2498,959,512,346.5,976,97.05,75.8,73.9,44.5,5349.45,4488,308.4
168.85,566,16.15,94.8,4963.7,623.8,276.15,613.8,573,3833.95,278.75,447,1046.1,1049,173,1275,197.25,13.02,2446,937,574.55,323.8,983.9,96.2,71.65,95,48.45,5447.65,4379.85,315.4
220.5,627.5,18.8,108,4790,630.6,310.45,647.1,592.7,3806.85,283.95,434.9,1220,1128.7,165.05,1441,212.9,13.64,2611.8,990,589.8,334.8,1123.05,101.75,76.15,95,71.45,5306.05,4594.3,334.75
223.35,609,14.5,102.2,5057.25,634,316.55,618.95,532.5,3799.9,261.5,409.1,1189.2,1132.5,138,1469.6,207.1,11.03,2265.95,971.25,504.3,317.45,1075.45,90.85,59.3,68.95,63,5346.8,4418,311.45
206.5,539,12.79,91.8,4998.95,594.9,314,560,528,3728,246.8,385.35,1195.5,1117,121,1332.3,190.3,11.03,2248,958.8,461.15,270,1070,85.8,48.7,59,51.5,5298.85,4236,302
166.35,555.55,10.29,91.1,5534.95,608.4,294.8,608.35,558.8,3862,267.35,370,1212.4,1218.3,105,1405,186,10.44,2179.75,1010.7,466.7,265.25,1257.25,88.95,45.75,67,57.8,5581,4174.95,300.1
141.7,562.85,10.08,89.55,6011.8,621.65,303,631.8,569.95,3775,248.35,330.05,1248,1395.95,84.1,1424.5,191.85,11.24,2142.3,999.3,460.5,274,1257.65,89.5,42.6,49.2,60,6134,4150,279.95
137.25,551.85,8.16,84,6237.05,622.1,299.15,630,568.85,3720.6,255,325,1313.45,1359.5,80.55,1395.95,176.3,11.43,2428.95,1035.8,446.15,289.35,1357.5,81.1,46.9,39.1,48.35,6290,3858,272
206.55,584.95,6.88,78.3,6565.95,649.25,279.8,651,640,3819,233.7,293.5,1392.1,1424,65,1346.8,166.5,11.43,2398,1190,413.55,302.3,1491.75,74.9,30.7,32.95,49.5,7100,4245,290.35
236.7,671,7.29,82.65,6944.1,677.5,299.6,656.9,727,3400,243,296.1,1453,1326,68.2,1373.9,181.8,10.5,2518.5,1328.75,480,325.85,1462,77.4,33.35,38.9,72,7200,4490,306.5
227.5,676.9,12.07,83.25,6809.85,678,289.9,650.6,728.95,3345,250.7,264,1467,1294.9,63.5,1389,185,9.76,2687.45,1279.9,488.5,312.2,1470,78.95,30.75,38.95,76.6,6845.9,4471,339.05
176.7,617,12,77.55,5931,663.45,288.3,520.15,648.5,2997.85,259.7,257,754.95,1218.95,55.6,1303,183.45,7.5,2610.45,1260,360.2,281.8,1210.65,86.15,32.3,36.95,58.65,6028,4055,334.7
180,638.2,12.09,73.9,6074.5,631,271.7,552,706.5,3096,246,261.15,693.9,1240,59.9,1435,164.7,6,2725,1186,380.6,299.9,1089.9,79.95,29.8,32.2,58.95,6097.85,4082,334.1
168.3,649.85,10.14,73.55,3245.1,548.6,254.1,561.05,716.9,3382.7,237.7,258.5,714,1345.35,63,1459.1,151.25,6.02,2745,1174,339,301.95,1054.5,83.75,45.8,33.4,60.55,6697.95,4170.95,344
162.6,726,9.6,74.75,3270.4,524,241.75,553,725,3135,226.9,258.4,751,1307.3,53.05,1449,150.6,11.5,2727.9,1263,325.1,307.2,1041.95,77.9,41.3,36.6,58.4,6549,4018.85,370.95
144.35,734.35,9.09,65.95,3317,557.95,229,517,753,2957,212.7,239,771.15,1314,46.85,1334.5,150.35,11.25,2875,1320.85,278.9,302.35,928.65,72.2,30.15,34,54,6499,3940,396
150.6,788.55,9.44,75.4,3179.3,557,247.7,553.5,780.35,2840,211.25,292.55,747.65,1365.35,44.3,1414.95,163.15,14.02,2812,1386.6,145.8,322.95,1010.9,74.75,32.85,47.95,56.85,7075,4145.65,378
153.3,783.55,10.08,78.75,3107.45,575.65,258.2,544,782.7,2759.9,218.95,294.75,773.65,1396.95,35.5,1427,171,27.19,2954.45,1410.9,146.25,332.65,1001,76.9,38.1,38.95,55.5,7740.4,4686.3,299.2
180.7,821.4,9.93,73.95,2965.35,585.5,263.3,517.2,779.9,2849,207.6,331.75,748.9,1555.45,33.95,1606.7,178.95,40.65,2965.2,1417,127,364,930.35,71.15,35.4,39.65,51.5,8327.7,4903.9,299.25
161.8,826.55,9.24,75.5,3009.9,574.3,270.9,503.5,806.9,2873.95,210.25,333.45,758.9,1539.5,31.9,1584.7,173.5,32.85,2797.75,1373,104,364.85,892,70.15,31.35,39.7,48.85,8565.8,4796.3,301.55
161.75,819.05,8.14,74.3,2864,566.05,256.35,507.65,798.9,2639,210.5,301.05,804.25,1546.8,23.9,1591.6,170.4,23.2,2725,1299.8,59.45,373.7,929,74.05,31.5,36.85,43.3,8577.05,4707.55,285.4
138.25,696.7,6.6,59.1,2743,526.5,215.6,479.4,686.7,2725,191,268.95,817.5,1536,30.8,1399,139.7,25.9,2598.6,1304,53.65,331.55,669,60.85,26.35,36.9,41,7585,4424,276.1
155.7,736,7.95,53.15,3443.9,482.55,208,439,765.1,3021.15,208.15,312.5,847.4,1682.4,27.15,1554.05,140.65,21.75,2876.6,1336,42.2,315.5,701.05,68.8,27.15,39.35,41,8668.65,4440,259.25
201.15,750.05,6.9,61.3,3398.2,480,211.65,429,731.5,2751.15,195.35,329.25,823.35,1656.2,21.1,1495.95,145.95,20,2850,1489.5,35.25,318,831,62.95,25,37.8,39.95,8605,4407.3,260.85
221.4,763.95,8.4,58,3299.05,492,217.9,457.8,717.4,2757.8,207.3,327.25,732.5,1635,24.3,1481,149.65,17.85,2990,1584,49.4,351,841.05,61,27.7,37.05,38.5,9280,4338.1,261
220.7,765.9,6.9,53.75,3154.95,487,212.3,444,676.4,2484,219.4,283.8,737.7,1734.35,18.9,1342.4,133,14.9,2969,1617.8,29.4,344.35,899,57.2,30.05,34.2,35.9,10297,4320,254.25
238.15,760,7.45,47.75,3273.55,487.25,214.5,458.2,665.5,2522,221.2,270.45,792.55,1720,29.6,1376.35,133.4,13.63,3249.5,1609.5,33.25,339.85,978.9,62.1,32.55,37,40.8,9970,4753.35,258.3
261.1,760.6,6.6,43.55,3317.25,462.85,185.95,444.9,656,2530,198.25,244.9,811.2,1739.95,26.9,1383.85,110.7,13.5,3363,1507.95,24.35,331.9,1098.75,58.35,30.8,31.9,45,9838,4546.35,248.85
227.35,712.95,5.22,31.7,3165,471,180.4,430.5,647.4,2108.3,167.8,226.6,773.35,1676.45,26.45,1211.5,95,16.9,3230,1368.75,19.9,311.95,1071,47.8,25,29.05,34.75,9320.35,4326.3,233.9
155.05,486.6,5.8,23.5,3292.6,632.05,152.45,299.85,579.25,2194,132.05,228.55,719.8,1379.9,21.75,945,81.05,30.15,4095,1495,24.08,198,860,37.5,19.25,20.7,23.5,5174.65,3673.65,202.35
153.5,424.7,5.76,29.3,3418.5,651,147.25,320.95,559.9,2390.65,141.15,220.1,709.9,1306.4,20.75,937,83.75,26.4,4099.9,1614.85,21.15,184.7,818.75,37.55,18.2,21.25,23.7,5035.75,3936.35,214.75
169.15,449.8,8.25,39.8,3704.55,696,149.5,428,593,2590.7,160,241.8,750.9,1428,22.5,995,93.1,20.55,4189.35,1804.1,38.7,197.7,942.65,47.35,21.85,25.75,25.65,6500,4015.65,229.9
190.75,484.45,7.35,44.35,4015,723.95,137.5,423.05,613,2887.5,170.45,240.7,986,1424.7,20,963.8,84.9,19,4558.7,2198.7,44.7,202.5,977.55,53.2,22.75,25.55,22.25,6709.3,4285.6,290.65
322.65,533.8,6.43,42.35,4004.35,814.45,143.9,455,667.15,3179.55,203.1,224.9,974.55,1500.75,28.05,1024.95,85.5,16.75,4754.3,2195,32.7,232,1208.75,63.45,26.8,29.4,23.4,6699,4220.85,287.25
307.85,503.45,6.06,40.35,3890,819,138.1,478.2,692.95,3221.6,196.75,204.6,1037.1,1441,22.9,970.85,82.95,14.3,5514.65,2368.8,28.9,219,1330,61.6,25.9,29,28.6,6452.95,4103.8,324.55
347.45,517.5,5.07,30.4,3880,829,119.65,415.15,740.65,3393.85,187.7,189.5,1185,1600.95,21.5,994.85,73.2,12.07,5321.05,2309.4,23.65,207.35,1709.9,56.9,26.65,26.2,25.7,6171.95,4731.8,381.7
415.3,640,5.8,33.45,3684.85,805,129.35,425.5,854.6,3158,231.1,223.3,1154.9,1947.7,27,1176.75,81.75,10.95,5018.7,2095.35,23.4,252.9,1610,65.25,35.75,30,30.6,9100,4977.35,361.3
507.05,636.4,7.18,37.6,3796.5,838.95,145.75,483,928.6,3240,255.85,234.45,1265,2026.55,27.5,1338.4,105.65,10.7,5273.95,2037.8,30.8,279.75,1887.6,79,40.65,31,34,9453.05,5397.95,390.4
552.8,695,7.4,42.25,3704,869.65,148.9,453.35,1195.3,3520,275.5,238,1392.7,2007.35,26.8,1395.75,107.85,18.8,5443.35,2119.8,32.9,310.8,2849.5,87.95,45.75,28.8,30,9385,5829.9,467.2
862.05,800,6.81,48.8,3627.7,878.55,162.95,468.6,1237.8,3628.55,354.45,259.2,1331.85,2048.95,28.5,1593,120.5,12.55,4909.3,2152.25,34.8,426.45,3050,97.6,48.3,27.9,34.4,10586.4,6586.05,457.05
1093,776.1,8.46,56.5,3654.8,823.65,157.25,554.8,1185.55,3514.2,361.2,257.9,1406.25,1998.75,41.75,1565,122.3,11.75,4582.85,2231,42.75,408.9,2836,114.95,53.3,29.65,33.55,10441.8,6959.15,444.25
1251.7,729.85,7.65,53,3850,966,134.6,555.85,1099.6,3008.5,377.35,245.85,1480,1845,32.5,1447.8,112.7,9.31,5290,2046.1,44.2,371.8,3518.6,107.25,75,64.45,40.25,11299.65,7050,511.95
1350.5,759.75,14.28,77.7,3554.75,951.55,159.7,610.6,1087.95,3033.8,428.3,291.7,1415.5,1812.8,31.2,1499.8,121.15,11.63,5422,2191.5,71.6,433.6,4089.7,111.15,109.6,52.6,36.25,12021,6750,545
1718.45,769.6,20.46,79.5,3704,997.2,164.9,674.35,1084.25,3089,405.45,312,1590.85,1828,38,1582.65,128.45,11.56,5514,2274.5,109,442,4355,132.5,98.55,63.15,43,12529.15,7000,564
1522.9,778.1,24.75,69,3660,989.95,150.65,585,1194.95,2980,461,309.5,1623.45,1768.55,44.1,1647,125,9.7,5613.65,2153,89,444.35,4572.75,128.4,98.2,58.15,49.4,14925.1,7727.75,601.5
1565,769,19.4,61.3,3970,952.85,148.45,617.05,1288.9,2865.6,455.8,277.5,1755.6,1824.4,48.6,1676.7,118.45,11.05,4855.85,2244.85,80.4,467.3,4948.95,137.9,101,56.4,56,16807.6,7907.4,642.7
